,ISO_A3,year,cluster,0,1,2,3,4,5,6,7,8,9,10,11,12
146,GBR,2018,2.0,0.052188855,0.07845843,0.03678646,0.11373544,0.09926393,0.08494216,0.07293517,0.066010684,0.14149296,0.074523605,0.05608557,0.04344113,0.080135584
147,GBR,2019,2.0,0.048786335,0.07577422,0.03612725,0.11715778,0.09836594,0.085570365,0.07352984,0.067348346,0.14242838,0.074133545,0.053451344,0.050911047,0.07641561
148,GBR,2020,2.0,0.04511135,0.082309864,0.033377357,0.11833926,0.09150627,0.08887557,0.077264905,0.06235851,0.12689401,0.068804555,0.04789848,0.06114753,0.096112326
149,GBR,2021,2.0,0.06253115,0.08434223,0.03870256,0.12507811,0.068132214,0.06941143,0.05841267,0.06123546,0.097490646,0.07159433,0.10719616,0.052812677,0.103060365
150,GBR,2022,2.0,0.07584191,0.069463864,0.053617097,0.105810806,0.07358672,0.07581689,0.058083504,0.06682044,0.09243238,0.06968014,0.1272951,0.05364001,0.07791113
151,GBR,2023,2.0,0.06906598,0.070927165,0.0516292,0.12067236,0.08060479,0.088707805,0.068059936,0.0644392,0.104049206,0.07032805,0.08329193,0.047476962,0.08074741
152,GRC,2014,2.0,0.009635008,0.009635037,0.00963504,0.009634977,0.009635266,0.009635049,0.009635015,0.009635008,0.38006428,0.009635206,0.36404052,0.15954457,0.009634996
153,GRC,2016,2.0,0.025648268,0.025648143,0.025648015,0.6922199,0.025649602,0.025648182,0.025648009,0.025648033,0.025648247,0.02564806,0.02564914,0.025648093,0.02564826
154,GRC,2018,2.0,0.045673873,0.10935798,0.05022835,0.10061083,0.10916276,0.062170118,0.062027637,0.063613854,0.118812166,0.06322339,0.04645078,0.05916446,0.10950378
155,GRC,2019,2.0,0.04405802,0.06935841,0.04136304,0.10831784,0.12943543,0.06897249,0.055896085,0.061716553,0.13434492,0.07459153,0.057116218,0.067122884,0.08770657
156,GRC,2020,2.0,0.047035728,0.06666581,0.04809136,0.13644564,0.094790354,0.071592964,0.06312495,0.08246657,0.09776088,0.060674682,0.08222627,0.055933263,0.093191504
157,GRC,2021,2.0,0.06942171,0.07504098,0.042843215,0.11739618,0.06645768,0.07087021,0.049815603,0.0749788,0.09127149,0.06350584,0.10624887,0.06929079,0.102858625
158,GRC,2022,2.0,0.07768332,0.055738527,0.049792502,0.104006685,0.06877828,0.08057809,0.09263246,0.07348826,0.074566856,0.061550204,0.119324096,0.0728854,0.06897532
159,GRC,2023,2.0,0.08464302,0.05576846,0.05674558,0.10211758,0.07247745,0.10397404,0.071456134,0.059423387,0.0676601,0.072930366,0.08742491,0.0773722,0.08800676
160,HRV,2017,2.0,0.038500674,0.5379919,0.038500674,0.038500674,0.038500674,0.038500674,0.038500674,0.038500674,0.038500674,0.038500674,0.038500678,0.038500674,0.038500674
161,HRV,2018,2.0,0.017932288,0.11830139,0.08294093,0.085016824,0.14281444,0.113490544,0.025737204,0.04304508,0.04598621,0.14069831,0.09088767,0.056872357,0.036276754
162,HRV,2019,2.0,0.054678943,0.123918146,0.036058977,0.07806842,0.12010323,0.1042927,0.040050216,0.081585504,0.115161136,0.09342353,0.07778974,0.024819393,0.05005008
163,HRV,2020,2.0,0.039818183,0.10320134,0.030863728,0.032980938,0.22967073,0.06965786,0.052027807,0.08374855,0.075649984,0.10733004,0.07806493,0.023488088,0.07349783
164,HRV,2021,2.0,0.03669216,0.084825195,0.015993193,0.054383915,0.34616992,0.05299497,0.07742022,0.06316176,0.07640514,0.07630054,0.052747887,0.017234372,0.045670733
165,HRV,2022,2.0,0.040875573,0.24933031,0.02667768,0.027978422,0.2098658,0.11504394,0.029696386,0.042408813,0.04315463,0.03899969,0.057595987,0.097610384,0.020762384
166,HRV,2023,2.0,0.016503042,0.16648367,0.116261646,0.10964817,0.052015197,0.016503006,0.016503032,0.016503012,0.26244625,0.016503004,0.016503006,0.01650306,0.17762388
167,HUN,2018,2.0,0.08054438,0.09714223,0.04174351,0.1268486,0.0972935,0.05585647,0.047469486,0.03964207,0.117068976,0.06370351,0.059142403,0.035308648,0.13823622
168,HUN,2019,2.0,0.056834407,0.124230705,0.046174143,0.1050219,0.08928843,0.08078605,0.04861457,0.049601316,0.10641899,0.08207102,0.039735347,0.031728595,0.13949454
169,HUN,2020,2.0,0.044406638,0.10397511,0.03248762,0.10262899,0.06600149,0.04587941,0.037367906,0.06563265,0.07686853,0.044034295,0.047003202,0.064724565,0.2689896
170,HUN,2021,2.0,0.06413667,0.09990338,0.041291565,0.1143619,0.07016936,0.0584498,0.052161265,0.06161404,0.08879141,0.060662497,0.10137367,0.054225177,0.13285926
171,HUN,2022,2.0,0.060916577,0.049949016,0.034730703,0.06335414,0.050192166,0.0542024,0.046050716,0.0392043,0.047246516,0.044470884,0.38807827,0.045741197,0.07586309
172,HUN,2023,2.0,0.0860908,0.090293154,0.05297472,0.10110179,0.060581055,0.115869634,0.055078022,0.048823457,0.09534396,0.061265543,0.07435437,0.07229726,0.08592623
173,IMN,2017,2.0,0.019242506,0.019242488,0.01924256,0.019242408,0.019243615,0.7690874,0.01924264,0.019242715,0.019242512,0.019243147,0.01924308,0.01924241,0.019242542
174,IMN,2018,2.0,0.026555095,0.07599399,0.018704912,0.11632501,0.16905828,0.06305689,0.040291134,0.0839982,0.22585456,0.049071714,0.036575314,0.041327205,0.053187694
175,IMN,2019,2.0,0.03434704,0.11686896,0.029580813,0.14177707,0.069300026,0.07547797,0.08478863,0.03843801,0.13928293,0.054765683,0.044182133,0.042040143,0.1291506
176,IMN,2020,2.0,0.052718014,0.13804886,0.035897885,0.1302803,0.0630349,0.09203092,0.05126887,0.03549745,0.13190974,0.06713199,0.04426901,0.043464735,0.11444734
177,IMN,2021,2.0,0.052235574,0.060444407,0.033646498,0.23900765,0.05730682,0.07114713,0.056629542,0.060713496,0.0838486,0.06592654,0.03460889,0.04443449,0.14005037
178,IMN,2022,2.0,0.06134437,0.06263375,0.03665609,0.2123742,0.08123795,0.052088503,0.050342362,0.056818355,0.11033177,0.059519827,0.058360286,0.04290226,0.11539028
179,IMN,2023,2.0,0.054101303,0.0427864,0.01453907,0.26853612,0.06780091,0.068799496,0.030243093,0.05865717,0.08281313,0.07147596,0.040159147,0.05366038,0.14642783
180,IRN,2015,2.0,0.025650697,0.02565118,0.025650712,0.025650704,0.6921907,0.025650894,0.025650846,0.025650697,0.025650697,0.025650697,0.025650697,0.025650697,0.025650779
181,IRN,2018,2.0,0.05730589,0.13607123,0.028671708,0.052950807,0.082501724,0.06142073,0.051530086,0.021064155,0.0865817,0.17339605,0.027355045,0.023359053,0.1977918
182,IRN,2019,2.0,0.047218274,0.08998318,0.034009706,0.08371322,0.10896325,0.100932315,0.037339576,0.045307733,0.11641405,0.096149676,0.037370443,0.035328474,0.16727011
183,IRN,2020,2.0,0.039683197,0.11967606,0.025852505,0.109496854,0.07748612,0.071224906,0.05109215,0.031353824,0.07907855,0.13054745,0.033894274,0.03940582,0.1912083
184,IRN,2021,2.0,0.10742927,0.10177496,0.03255433,0.09161482,0.07869427,0.07968593,0.04137889,0.052310694,0.09292749,0.07504884,0.074762635,0.06417118,0.10764669
185,IRN,2022,2.0,0.11766351,0.21889642,0.07761046,0.08583525,0.042259537,0.039639533,0.025009211,0.050634187,0.03058417,0.029853066,0.18677391,0.039896213,0.055344537
186,IRN,2023,2.0,0.08732311,0.11166608,0.1177404,0.058241494,0.05528041,0.07009791,0.034018405,0.03849156,0.059972886,0.050378732,0.17417082,0.04696046,0.09565774
187,ISL,2016,2.0,0.26918742,0.019237353,0.019237287,0.07187017,0.3700377,0.019237386,0.019237304,0.11576886,0.019237226,0.019237397,0.019237405,0.019237308,0.019237194
188,ISL,2018,2.0,0.044655703,0.13124494,0.029947352,0.15202881,0.08013037,0.06488488,0.051862236,0.05424884,0.14896722,0.05170753,0.043524124,0.023995133,0.12280285
189,ISL,2019,2.0,0.050259043,0.095938325,0.03602357,0.1537428,0.09676015,0.057667457,0.060887635,0.056730334,0.13341118,0.06584532,0.038034204,0.04454612,0.11015387
190,ISL,2020,2.0,0.06523887,0.08046851,0.044346496,0.1930997,0.12363488,0.059928674,0.057208285,0.04363616,0.15861964,0.06648325,0.036808193,0.03936486,0.031162463
191,ISL,2021,2.0,0.060363248,0.06435248,0.03762682,0.10265517,0.08315376,0.06666691,0.05809792,0.058989875,0.0756344,0.052513372,0.19138592,0.097756065,0.050804053
192,ISL,2022,2.0,0.049099565,0.04761917,0.044120435,0.05902644,0.059517663,0.066573516,0.25007105,0.060954113,0.052630324,0.044971604,0.13946182,0.0901908,0.035763506
193,ISL,2023,2.0,0.05668591,0.078398205,0.065252416,0.056294996,0.058499273,0.057896826,0.12591216,0.07633782,0.12610808,0.05375392,0.095016785,0.07708305,0.072760575
194,ITA,2015,2.0,0.02391398,0.06440197,0.107848935,0.06324694,0.13119985,0.04921858,0.023914225,0.16978757,0.023913987,0.07946769,0.10724501,0.077023245,0.078818016
195,ITA,2016,2.0,0.021182075,0.08446088,0.100215234,0.02118204,0.02118217,0.117851496,0.021181991,0.021182084,0.15449008,0.12117656,0.1382159,0.021181962,0.15649754
196,ITA,2017,2.0,0.07184539,0.05678144,0.07741963,0.05488372,0.12016523,0.12878378,0.053786475,0.05872389,0.06341419,0.0873987,0.09431891,0.05558291,0.07689574
197,ITA,2018,2.0,0.046884675,0.073960505,0.045991853,0.10013941,0.11503831,0.097621426,0.061845075,0.064001456,0.11010475,0.07401698,0.07655476,0.046012454,0.08782837
198,ITA,2019,2.0,0.04671493,0.0716482,0.04446892,0.1111372,0.111388825,0.10820331,0.06011711,0.0692432,0.10156484,0.062251184,0.08542837,0.041359965,0.08647396
199,ITA,2020,2.0,0.05466792,0.061526846,0.048485715,0.12864023,0.10233788,0.1155835,0.061594483,0.06306585,0.0854617,0.06888675,0.060101356,0.046969477,0.10267829
200,ITA,2021,2.0,0.04903826,0.054288343,0.06518507,0.087289825,0.065474354,0.11078086,0.036668446,0.05155583,0.06411699,0.057155475,0.23784362,0.052787352,0.06781557
201,ITA,2022,2.0,0.06161104,0.056183532,0.07709953,0.062554345,0.054675106,0.08876161,0.051913094,0.058255803,0.0562289,0.0656788,0.23055129,0.070892334,0.06559462
202,ITA,2023,2.0,0.06320018,0.04642183,0.050766908,0.07082823,0.06452431,0.09632486,0.10612359,0.08049561,0.06546636,0.07129831,0.16295698,0.06583583,0.05575701
203,JPN,2016,2.0,0.05561989,0.038465366,0.062767744,0.0625682,0.24219549,0.084932975,0.17239454,0.07122102,0.025536116,0.056780886,0.06299549,0.025536045,0.038986262
204,JPN,2017,2.0,0.02057149,0.0868942,0.020571182,0.020571332,0.21243119,0.11691032,0.09799892,0.05403908,0.049195163,0.16141233,0.046835613,0.02057122,0.09199798
205,JPN,2018,2.0,0.06417403,0.08283163,0.04455674,0.09194913,0.09903934,0.067331776,0.07033521,0.059115376,0.130525,0.08562559,0.056641754,0.04725029,0.10062412
206,JPN,2019,2.0,0.056508355,0.07571979,0.04064599,0.10635576,0.08894477,0.06396728,0.065199286,0.059741512,0.15193006,0.06318325,0.0638117,0.049936347,0.11405588
207,JPN,2020,2.0,0.053725857,0.08261879,0.04005826,0.11475801,0.09031382,0.067745596,0.06971818,0.052088853,0.09898631,0.08600409,0.053213015,0.049429532,0.14133967
208,JPN,2021,2.0,0.07422812,0.0627538,0.061277565,0.09561738,0.08590846,0.062035736,0.053949606,0.058889516,0.08114435,0.0679594,0.14251904,0.061387967,0.092329055
209,JPN,2022,2.0,0.07759274,0.057443894,0.054738082,0.07101456,0.06744089,0.07665639,0.048072238,0.061315488,0.07239461,0.07926444,0.21380763,0.050761178,0.06949784
210,JPN,2023,2.0,0.07784983,0.055380538,0.059442475,0.0873316,0.093060315,0.07480317,0.05140219,0.074786015,0.09431671,0.06261415,0.13768183,0.06227238,0.069058806
211,KAZ,2018,2.0,0.09401928,0.14596568,0.040985707,0.05597232,0.060947202,0.14493868,0.02258022,0.026937848,0.19116886,0.026319498,0.04227437,0.022542717,0.12534763
212,KAZ,2019,2.0,0.10204637,0.16877985,0.044451173,0.043410785,0.074908964,0.045151178,0.070401594,0.03249031,0.10390873,0.05063271,0.028082494,0.026671229,0.2090646
213,KAZ,2020,2.0,0.060791586,0.104403645,0.051006317,0.100713015,0.082650065,0.052908204,0.06910777,0.035538338,0.10370029,0.084587246,0.04693697,0.0214994,0.18615717
214,KAZ,2021,2.0,0.07786688,0.126162,0.036596406,0.08039499,0.06976415,0.09992204,0.06190112,0.04702532,0.102454424,0.062368423,0.06921578,0.05314829,0.11318018
215,KAZ,2022,2.0,0.073973484,0.04525176,0.06482342,0.08003632,0.056423407,0.097777836,0.061678488,0.05192667,0.1085373,0.05825134,0.18150632,0.07522809,0.04458557
216,KAZ,2023,2.0,0.08605192,0.051446315,0.056099974,0.07301696,0.054067064,0.0738125,0.09081745,0.065298855,0.07030257,0.046771858,0.195195,0.06370524,0.07341431
217,KOR,2016,2.0,0.016676866,0.016676817,0.016676925,0.016676918,0.18984717,0.17503315,0.06664228,0.20415615,0.12788844,0.016676962,0.016676996,0.06885416,0.067517176
218,KOR,2017,2.0,0.022440437,0.022440888,0.022440381,0.022440482,0.5809753,0.02244058,0.022441337,0.17217799,0.022440787,0.022440538,0.022440434,0.022440355,0.022440456
219,KOR,2018,2.0,0.052917916,0.087657705,0.038364474,0.1011388,0.0764965,0.06757393,0.04237252,0.046120107,0.22085266,0.071634114,0.04694782,0.070286185,0.07763728
220,KOR,2019,2.0,0.052718196,0.08375457,0.039113823,0.11228243,0.080551416,0.07247344,0.050422326,0.055300195,0.17787877,0.06254248,0.0373149,0.058840014,0.11680744
221,KOR,2020,2.0,0.05062263,0.08467264,0.04162209,0.10419747,0.13457696,0.06082079,0.1049704,0.053875577,0.08710674,0.06537818,0.04390635,0.036535222,0.13171494
222,KOR,2021,2.0,0.06985342,0.053507626,0.036924735,0.06731634,0.06274169,0.14972332,0.11453898,0.04052614,0.07044974,0.054146215,0.14200799,0.058826294,0.07943751
223,KOR,2022,2.0,0.07914056,0.10025175,0.050681915,0.056977984,0.061082408,0.14984441,0.043055773,0.054797366,0.13658361,0.05395531,0.10252094,0.052605323,0.058502644
224,KOR,2023,2.0,0.12511791,0.07811161,0.050018787,0.06826056,0.050991386,0.10852963,0.050609738,0.050723355,0.09162759,0.05647787,0.13089062,0.05244612,0.086194806
225,LBN,2017,2.0,0.02566619,0.02566682,0.025666188,0.025666226,0.025666201,0.39466587,0.025666293,0.025666196,0.025666254,0.025666216,0.32300502,0.025666308,0.025666194
226,LBN,2018,2.0,0.024787974,0.074988484,0.03325013,0.11829601,0.10592454,0.07084944,0.06370963,0.07762934,0.15081814,0.057803817,0.056008738,0.050454427,0.115479335
227,LBN,2019,2.0,0.061228726,0.087090574,0.034836862,0.12603205,0.110624455,0.08677544,0.05657742,0.05288919,0.09384695,0.06634846,0.04262644,0.054910306,0.12621312
228,LBN,2020,2.0,0.06831634,0.06715762,0.03505541,0.17418525,0.0734386,0.07680522,0.056206666,0.058868203,0.09002696,0.07376109,0.038585834,0.04262002,0.14497279
229,LBN,2021,2.0,0.0560513,0.084809296,0.044551365,0.137066,0.06489017,0.08242131,0.0543321,0.051801756,0.07688059,0.06956939,0.065588675,0.044495434,0.16754262
230,LBN,2022,2.0,0.051920384,0.07477914,0.03616273,0.08767593,0.050473142,0.07125938,0.041464806,0.043480605,0.057908613,0.2795549,0.06993508,0.04801981,0.087365456
231,LBN,2023,2.0,0.06423209,0.07734156,0.035447493,0.13420983,0.054637745,0.08871363,0.06774112,0.06474196,0.10433409,0.061799947,0.064235605,0.05347642,0.12908852
232,LTU,2018,2.0,0.059731204,0.09828587,0.04532664,0.08063416,0.08475347,0.071037814,0.06356482,0.0745905,0.1729163,0.06884288,0.06790586,0.041787267,0.07062323
233,LTU,2019,2.0,0.047336996,0.08817113,0.041153748,0.060322072,0.11508201,0.089073576,0.056599095,0.074960865,0.15448461,0.052649036,0.08725102,0.042695735,0.090220094
234,LTU,2020,2.0,0.05327226,0.104648136,0.04523225,0.124780744,0.0356901,0.07302781,0.046683036,0.039837867,0.13643062,0.103147976,0.08996268,0.039968982,0.10731752
235,LTU,2021,2.0,0.08679043,0.06910983,0.04440955,0.0897332,0.05701697,0.052147828,0.05374314,0.058166225,0.09382406,0.079812884,0.15114465,0.05058958,0.11351165
236,LTU,2022,2.0,0.07157535,0.0592712,0.051858418,0.10122922,0.054935344,0.089329004,0.05994432,0.066362895,0.07329323,0.08038246,0.11602349,0.06920077,0.10659431
237,LTU,2023,2.0,0.09591219,0.06234451,0.019597206,0.13328676,0.052892454,0.06551596,0.052568384,0.03993083,0.121781096,0.084577285,0.10830972,0.070263594,0.09302003
238,LUX,2017,2.0,0.00857017,0.15124726,0.13676544,0.008570132,0.29294187,0.008570167,0.008570214,0.008570416,0.17634414,0.008570128,0.008570223,0.17413966,0.008570134
239,LUX,2018,2.0,0.056443702,0.090605944,0.025587957,0.0942716,0.11038988,0.054450598,0.064601846,0.041902803,0.19489342,0.045497283,0.03983344,0.06837545,0.11314607
240,LUX,2019,2.0,0.035465736,0.10977927,0.029304879,0.106675304,0.09977274,0.064182304,0.040411286,0.035584755,0.18977544,0.091818556,0.030513242,0.06784998,0.09886651
241,LUX,2020,2.0,0.052329134,0.07943236,0.025024323,0.13534124,0.048630796,0.07175855,0.053779054,0.059205096,0.15592219,0.040761624,0.0569022,0.08193751,0.1389759
242,LUX,2021,2.0,0.069447376,0.056185476,0.041037273,0.11026835,0.04276086,0.044153046,0.06357252,0.06422167,0.054704268,0.07841087,0.07364022,0.038209762,0.2633883
243,LUX,2022,2.0,0.1031356,0.056547254,0.03260773,0.09218813,0.06106082,0.12844302,0.09754141,0.04906643,0.07765419,0.08990397,0.085024886,0.055630546,0.07119603
244,LUX,2023,2.0,0.101381876,0.07584073,0.046067122,0.085876346,0.09934498,0.056557387,0.15501097,0.05225662,0.034991752,0.04892678,0.10941564,0.067991674,0.06633814
245,LVA,2018,2.0,0.048752133,0.101909205,0.05278825,0.13946322,0.057211217,0.07810571,0.051983975,0.05947276,0.16158293,0.04575665,0.031193545,0.018355614,0.1534248
246,LVA,2019,2.0,0.03950722,0.07571743,0.07049382,0.20074357,0.0580845,0.05784286,0.036055606,0.056268204,0.11180367,0.041376185,0.035631362,0.03168185,0.18479371
247,LVA,2020,2.0,0.05262175,0.07088656,0.047155738,0.12002966,0.050136577,0.09987612,0.07058638,0.056966227,0.08848503,0.05283011,0.09104063,0.04781625,0.15156896
248,LVA,2021,2.0,0.04636931,0.06613157,0.039840013,0.10292809,0.046503942,0.05467704,0.032734726,0.05503103,0.05964057,0.06094603,0.08849773,0.06959103,0.27710894
249,LVA,2022,2.0,0.07697134,0.08253205,0.055335544,0.09514919,0.062681705,0.07222314,0.050298847,0.07325062,0.07913073,0.062338967,0.12571901,0.08241595,0.0819529
250,LVA,2023,2.0,0.07539281,0.09371461,0.03931764,0.094037995,0.061873943,0.07522949,0.08018856,0.05602519,0.08168981,0.046252035,0.0986109,0.07837039,0.11929665
251,NCL,2018,2.0,0.02639933,0.041767534,0.011846198,0.11458962,0.2365022,0.080842376,0.08884435,0.10787671,0.0955002,0.06560121,0.058084395,0.011846214,0.06029969
252,NCL,2019,2.0,0.021078717,0.15803748,0.02107877,0.021078764,0.2710268,0.02107887,0.06794623,0.021078875,0.24796422,0.021078937,0.047627475,0.021078829,0.059846044
253,NCL,2020,2.0,0.009841893,0.009841802,0.009841815,0.09929316,0.009841764,0.06054173,0.07310596,0.09285564,0.447963,0.009841906,0.1573473,0.00984207,0.009841983
254,NCL,2021,2.0,0.019499805,0.019499743,0.10251323,0.056395374,0.045798223,0.23859204,0.08260171,0.019499822,0.082447134,0.11322594,0.019499797,0.12825128,0.07217588
255,NCL,2022,2.0,0.055227757,0.016741397,0.2067431,0.0137945535,0.013794581,0.021087551,0.05336033,0.24433552,0.013794605,0.016633885,0.025912693,0.30128786,0.017286154
256,NCL,2023,2.0,0.29079443,0.02619903,0.022332843,0.046448708,0.023614338,0.03197927,0.03450991,0.15505128,0.018387415,0.026185915,0.26173517,0.018387526,0.044374194
257,NLD,2015,2.0,0.024389133,0.024389138,0.14700586,0.02438918,0.024389325,0.024389178,0.024389235,0.19071938,0.16843067,0.27434152,0.024389187,0.024389088,0.024389088
258,NLD,2016,2.0,0.032305375,0.032455567,0.015331006,0.04761782,0.20645031,0.037006173,0.14061986,0.21931033,0.13582787,0.033408884,0.015331015,0.06900475,0.015331033
259,NLD,2017,2.0,0.030802635,0.035410628,0.054487098,0.07546481,0.14161706,0.11719988,0.078120135,0.1380372,0.0595111,0.049877174,0.08947148,0.060413446,0.06958736
260,NLD,2018,2.0,0.048383567,0.11915449,0.03556036,0.10977035,0.070915155,0.08036465,0.05761032,0.0644456,0.15842903,0.05884026,0.04230017,0.041155342,0.11307071
261,NLD,2019,2.0,0.05190517,0.08332664,0.040420633,0.12318184,0.088986196,0.07456746,0.060982447,0.0733676,0.14118159,0.062446482,0.053372554,0.04095016,0.105311215
262,NLD,2020,2.0,0.050415754,0.078991994,0.052007865,0.1264988,0.08174565,0.069565006,0.072474524,0.06999471,0.11909686,0.06400336,0.048835173,0.04731156,0.119058736
263,NLD,2021,2.0,0.07325028,0.073577635,0.043653075,0.11623023,0.058160853,0.06376375,0.05214411,0.10311077,0.07709371,0.058931734,0.10365988,0.065351665,0.11107232
264,NLD,2022,2.0,0.07772885,0.060393464,0.06391463,0.12258448,0.058076877,0.064774744,0.06344207,0.09269994,0.0776427,0.067718305,0.11521713,0.061685827,0.074120976
265,NLD,2023,2.0,0.10707578,0.04254626,0.031435158,0.36780044,0.036557283,0.040706445,0.046611533,0.045494568,0.054364033,0.037468348,0.10055886,0.031794522,0.05758676
266,NOR,2015,2.0,0.010693338,0.010693273,0.010693312,0.010693325,0.312529,0.21429394,0.01069333,0.010693485,0.010693386,0.14684922,0.2300877,0.0106932465,0.010693429
267,NOR,2016,2.0,0.1417865,0.07836852,0.052767456,0.17750871,0.043284103,0.016790165,0.01678999,0.11500627,0.15604842,0.040170114,0.016790105,0.12789963,0.01679001
268,NOR,2017,2.0,0.034197763,0.034197778,0.03419788,0.034197796,0.034198143,0.20079644,0.034197874,0.034197837,0.034197815,0.25640604,0.20081908,0.034197766,0.034197778
269,NOR,2018,2.0,0.048948105,0.0934097,0.040261418,0.099352896,0.12964937,0.08180658,0.075349845,0.06521883,0.11083624,0.064960636,0.08522937,0.03654568,0.06843135
270,NOR,2019,2.0,0.046090923,0.06339908,0.037776276,0.10972379,0.14676988,0.07866016,0.062617585,0.057882793,0.12780991,0.083705485,0.06299149,0.037602622,0.08496998
271,NOR,2020,2.0,0.04885298,0.060760107,0.035068087,0.16110782,0.10610594,0.083244085,0.094025224,0.04663378,0.123005345,0.07206818,0.061498743,0.03232356,0.075306155
272,NOR,2021,2.0,0.07356906,0.08025725,0.040492628,0.115367554,0.0637885,0.06876916,0.061632484,0.060802802,0.10154462,0.06454104,0.12397089,0.05505384,0.09021015
273,NOR,2022,2.0,0.09398402,0.055121962,0.050720416,0.10309037,0.07131223,0.07060874,0.06474899,0.06534061,0.08818904,0.075627975,0.10965711,0.06775958,0.08383898
274,NOR,2023,2.0,0.08221175,0.060262274,0.041553777,0.12636097,0.053822357,0.07735841,0.056995645,0.052254703,0.09449898,0.09097955,0.112413935,0.041241318,0.11004635
275,NZL,2015,2.0,0.012534967,0.012534967,0.012534823,0.20070486,0.012534983,0.12692301,0.20231153,0.083288714,0.2241335,0.012535002,0.012534946,0.012534857,0.07489381
276,NZL,2016,2.0,0.053529005,0.016545039,0.044687945,0.016544983,0.26018217,0.10738178,0.016545022,0.01654515,0.016545134,0.016545096,0.29984745,0.11855624,0.016545013
277,NZL,2017,2.0,0.021554865,0.15278472,0.021554735,0.18820958,0.07528595,0.02155469,0.021554738,0.26309103,0.021554826,0.02155501,0.14819023,0.021554738,0.02155488
278,NZL,2018,2.0,0.05687881,0.07040259,0.03599372,0.11760334,0.104319364,0.09006789,0.06413328,0.077920794,0.13377573,0.06140398,0.07246865,0.043859642,0.0711722
279,NZL,2019,2.0,0.047472093,0.06449229,0.03386588,0.1123514,0.1166835,0.080232054,0.07336918,0.079560004,0.121652536,0.062221564,0.090495996,0.03691714,0.080686346
280,NZL,2020,2.0,0.044848416,0.076942325,0.037134476,0.11619806,0.103778884,0.0639082,0.07873218,0.063609414,0.09421749,0.11824669,0.07054462,0.04270741,0.089131854
281,NZL,2021,2.0,0.08405677,0.06502829,0.045686975,0.12636583,0.06063341,0.06637581,0.056537975,0.08071767,0.084284805,0.0680354,0.10160465,0.05878162,0.10189081
282,NZL,2022,2.0,0.10484447,0.06461414,0.06055595,0.10305743,0.06761613,0.08753568,0.05305336,0.06864174,0.0848623,0.070858836,0.10556936,0.05715106,0.07163954
283,NZL,2023,2.0,0.07053852,0.0773322,0.047881525,0.15719232,0.06509066,0.07649866,0.05815554,0.079950735,0.09610136,0.0831456,0.06068196,0.04545746,0.08197346
284,PAN,2016,2.0,0.014328596,0.13513091,0.01432854,0.0143286,0.084115535,0.014328815,0.06114908,0.014328581,0.11365932,0.293833,0.014328697,0.0729359,0.15320444
285,PAN,2018,2.0,0.04514057,0.09961126,0.037258558,0.10597426,0.11008976,0.04925688,0.0645581,0.06342835,0.115049906,0.05544091,0.09958893,0.032199454,0.12240307
286,PAN,2019,2.0,0.04448891,0.088300325,0.04102363,0.1395231,0.0777036,0.073715284,0.058333732,0.050197717,0.11301772,0.043669354,0.0821904,0.05294703,0.13488917
287,PAN,2020,2.0,0.037212677,0.094976485,0.052129205,0.15089731,0.067653745,0.064910665,0.061442945,0.07774231,0.098542385,0.06795937,0.055466767,0.025883852,0.1451823
288,PAN,2021,2.0,0.070103034,0.08047489,0.044070568,0.14339848,0.061866544,0.05578363,0.045853954,0.054016456,0.09512404,0.06487036,0.09272829,0.054131925,0.13757782
289,PAN,2022,2.0,0.07240429,0.06800749,0.043409597,0.17936492,0.058226276,0.06499296,0.052955747,0.05318216,0.105650514,0.056626532,0.09156569,0.057658304,0.09595553
290,PAN,2023,2.0,0.049958557,0.06319675,0.035428885,0.23452981,0.0516096,0.056632746,0.03724723,0.04310715,0.09803394,0.05681307,0.10115279,0.060739752,0.11154973
291,POL,2015,2.0,0.010993695,0.0109936055,0.010993703,0.010993637,0.010993743,0.01099369,0.19135919,0.01099364,0.68771046,0.0109937,0.010993652,0.0109936,0.010993689
292,POL,2016,2.0,0.026674941,0.026675165,0.026675034,0.1266228,0.02667508,0.092408344,0.1266604,0.026675036,0.12116615,0.31974235,0.026674893,0.026674872,0.026674975
293,POL,2017,2.0,0.08399751,0.015224401,0.10515905,0.015224546,0.26522258,0.015224508,0.098941796,0.015224484,0.19809997,0.015224546,0.093930714,0.063301444,0.015224467
294,POL,2018,2.0,0.05343225,0.09852938,0.034606934,0.09435911,0.07831767,0.07347009,0.06732635,0.048650287,0.17698452,0.06016993,0.06669327,0.043239657,0.104220554
295,POL,2019,2.0,0.055260945,0.09638689,0.034799322,0.09673888,0.088619046,0.070830464,0.055519756,0.05021866,0.12873779,0.061111413,0.050548416,0.047151927,0.16407649
296,POL,2020,2.0,0.05587569,0.094392985,0.043417662,0.11803125,0.08935223,0.07666047,0.05438809,0.05467691,0.09824673,0.06894855,0.06723001,0.044410188,0.13436922
297,POL,2021,2.0,0.0752939,0.07855302,0.045697905,0.10274887,0.057378378,0.07504567,0.050120816,0.057573963,0.08316394,0.0632577,0.14123927,0.06712149,0.102805085
298,POL,2022,2.0,0.07823301,0.07645948,0.056581207,0.0862918,0.055725593,0.0865641,0.052010607,0.06554188,0.08096625,0.06704539,0.13713007,0.07377334,0.08367728
