,ISO_A3,year,cluster,0,1,2,3,4,5,6,7,8,9
190,KGZ,2020,1.0,0.06674945,0.3165899,0.03165256,0.12055939,0.060158882,0.053217027,0.12576114,0.11024496,0.06876183,0.04630488
191,KGZ,2021,1.0,0.03584697,0.13359073,0.03220484,0.18763527,0.052686658,0.18240286,0.08084518,0.13028753,0.0950167,0.06948324
192,KGZ,2022,1.0,0.06699663,0.15638505,0.02890731,0.07692398,0.093801595,0.09496041,0.09594774,0.19814855,0.09757286,0.09035589
193,KGZ,2023,1.0,0.06851509,0.13650322,0.028223572,0.029130092,0.11126514,0.32550055,0.09322483,0.124270506,0.034375735,0.048991244
194,LBR,2018,1.0,0.013835225,0.058705512,0.14642943,0.013835717,0.2155001,0.04436292,0.3120642,0.013836318,0.11176526,0.06966534
195,LBR,2019,1.0,0.15024097,0.081076086,0.061700523,0.11679273,0.04269289,0.065039046,0.18058397,0.057465345,0.15361905,0.090789415
196,LBR,2020,1.0,0.11101332,0.03106306,0.044297773,0.0853612,0.04053893,0.121480435,0.12710187,0.13651484,0.24019302,0.06243554
197,LBR,2021,1.0,0.09873551,0.12201005,0.025952643,0.13838132,0.0649174,0.031626754,0.18804991,0.10804971,0.17455418,0.047722533
198,LBR,2022,1.0,0.07105573,0.10229048,0.037408344,0.13515145,0.07676007,0.105066925,0.08543293,0.20492539,0.07620424,0.10570443
199,LBR,2023,1.0,0.06054046,0.06457348,0.027456041,0.062876426,0.06511273,0.1774241,0.064971454,0.1192777,0.1954181,0.16234949
200,MEX,2015,1.0,0.025029749,0.02502981,0.025025863,0.28432348,0.025026627,0.025024517,0.025028188,0.025030661,0.51545334,0.02502778
201,MEX,2016,1.0,0.10267849,0.1409787,0.061460257,0.06161023,0.17702648,0.028314332,0.07740511,0.15183921,0.07673248,0.121954724
202,MEX,2017,1.0,0.090601146,0.086159356,0.1049584,0.14570491,0.13872217,0.063516885,0.10176712,0.07748674,0.10545359,0.08562968
203,MEX,2018,1.0,0.076391876,0.12758668,0.100248076,0.0890109,0.11817015,0.049355544,0.10251593,0.1145095,0.1435511,0.07866023
204,MEX,2019,1.0,0.07513668,0.1381397,0.10401504,0.09663271,0.108469434,0.04955721,0.092733175,0.11605429,0.138343,0.08091877
205,MEX,2020,1.0,0.08438081,0.13681436,0.0730692,0.090345636,0.11732669,0.07205358,0.09453016,0.119778834,0.13603015,0.07567057
206,MEX,2021,1.0,0.06775569,0.143695,0.051445495,0.09412225,0.10750228,0.061804805,0.11036725,0.14199042,0.13028435,0.09103245
207,MEX,2022,1.0,0.06814297,0.13603675,0.05191932,0.08737098,0.112431586,0.05521384,0.104794405,0.15606567,0.11704607,0.110978395
208,MEX,2023,1.0,0.077117436,0.15423478,0.045185417,0.08198191,0.10546921,0.05371046,0.107817486,0.13147455,0.11921135,0.12379737
209,MLI,2018,1.0,0.017141646,0.14006913,0.24709979,0.017141579,0.017142646,0.030606223,0.16731116,0.064521335,0.17150965,0.12745684
210,MLI,2019,1.0,0.13003457,0.11145247,0.017710527,0.14085251,0.13330737,0.071340315,0.17526694,0.12982683,0.017711554,0.072496906
211,MLI,2020,1.0,0.033319887,0.1612996,0.021956857,0.058802664,0.28741056,0.03510752,0.18826628,0.058387272,0.07910391,0.07634544
212,MLI,2021,1.0,0.22939675,0.074030966,0.11358016,0.04199314,0.07054332,0.12755105,0.030687839,0.16548806,0.06681473,0.079913996
213,MLI,2022,1.0,0.07146293,0.08523915,0.050886236,0.14419955,0.05042708,0.11238776,0.12916148,0.05061898,0.22051248,0.085104324
214,MLI,2023,1.0,0.04658006,0.08474192,0.034455147,0.13972075,0.11376437,0.14615351,0.13434981,0.054286882,0.18139683,0.06455073
215,MNG,2018,1.0,0.06100772,0.104864396,0.056439172,0.15215993,0.13141435,0.06250802,0.15250838,0.08609887,0.17469364,0.01830551
216,MNG,2019,1.0,0.03912753,0.1330989,0.06763688,0.0751005,0.18602757,0.05329477,0.12705883,0.0999327,0.13820677,0.08051556
217,MNG,2020,1.0,0.08366246,0.07133187,0.057289813,0.24645609,0.13256109,0.09645474,0.039583225,0.064844646,0.031501975,0.17631409
218,MNG,2021,1.0,0.053838063,0.13630955,0.029864084,0.13149397,0.061085142,0.14481221,0.06427936,0.15974979,0.14871861,0.06984923
219,MNG,2022,1.0,0.12732747,0.11110906,0.034834865,0.097113535,0.14423445,0.07446541,0.104881294,0.10021602,0.13732421,0.06849368
220,MNG,2023,1.0,0.034006827,0.13395044,0.023027135,0.11905136,0.10284674,0.09161624,0.14744756,0.10547733,0.105844446,0.13673194
221,MOZ,2017,1.0,0.21675159,0.28080556,0.11371043,0.19492348,0.11415928,0.043039005,0.0091524,0.009152999,0.009152666,0.009152615
222,MOZ,2018,1.0,0.050892435,0.037353523,0.0686383,0.14046122,0.17662574,0.033322603,0.12677181,0.13462453,0.1672484,0.06406145
223,MOZ,2019,1.0,0.112087,0.11480162,0.07127617,0.08111206,0.10765221,0.041842744,0.047282457,0.14082573,0.1892138,0.0939062
224,MOZ,2020,1.0,0.1917703,0.028824719,0.074954405,0.10542702,0.097464204,0.067381166,0.12675622,0.17902426,0.042716525,0.08568119
225,MOZ,2021,1.0,0.12783334,0.17081133,0.12930109,0.08218696,0.065095484,0.081596866,0.035810087,0.18176422,0.09446269,0.031137938
226,MOZ,2022,1.0,0.06259595,0.09057086,0.06911882,0.13297993,0.23751506,0.04264267,0.088049315,0.09967139,0.11721113,0.05964486
227,MOZ,2023,1.0,0.054438867,0.13651149,0.17144857,0.04007673,0.102285795,0.025675233,0.29170746,0.025193987,0.10854432,0.04411753
228,MRT,2018,1.0,0.014343383,0.492848,0.014343198,0.39239898,0.014347024,0.014345382,0.01434354,0.014343928,0.014344505,0.014342058
229,MRT,2019,1.0,0.05469917,0.11704427,0.018585535,0.17623104,0.23408799,0.024118612,0.15744306,0.14086644,0.058338765,0.018585103
230,MRT,2020,1.0,0.012877088,0.012875617,0.012878161,0.3047113,0.29310372,0.12912424,0.012876545,0.19580038,0.012877596,0.012875322
231,MRT,2021,1.0,0.03610172,0.04480699,0.020259472,0.036775764,0.03262128,0.03026084,0.32426104,0.13315539,0.08260396,0.25915352
232,MRT,2022,1.0,0.06651955,0.10277594,0.08759918,0.046320174,0.08474707,0.24118072,0.09832095,0.106387384,0.09938923,0.0667598
233,MRT,2023,1.0,0.012882045,0.0128820855,0.012880683,0.07284008,0.086070105,0.45016733,0.10453514,0.012880952,0.18031847,0.054543108
234,MWI,2018,1.0,0.048277207,0.13262196,0.08708,0.09896057,0.058860786,0.06252542,0.11146977,0.15639633,0.17490415,0.06890381
235,MWI,2019,1.0,0.09214979,0.11126199,0.05929364,0.095998526,0.08476212,0.06273746,0.11953008,0.14043604,0.15298961,0.08084074
236,MWI,2020,1.0,0.09132871,0.09956667,0.07924101,0.09557549,0.06324707,0.04687398,0.09119491,0.13951606,0.20610687,0.08734925
237,MWI,2021,1.0,0.051840488,0.19280057,0.05639007,0.1269747,0.104975745,0.07050862,0.07000497,0.0777392,0.18624327,0.06252235
238,MWI,2022,1.0,0.04611392,0.20884979,0.051510844,0.095966466,0.078017786,0.07022384,0.109672636,0.09415979,0.18959646,0.05588847
239,MWI,2023,1.0,0.11350122,0.11806092,0.057663273,0.11240834,0.10418258,0.04634432,0.07891502,0.10507948,0.12987228,0.13397257
240,MYS,2015,1.0,0.052046932,0.0174972,0.017494958,0.2202572,0.017495532,0.040481783,0.21069856,0.061308242,0.34522474,0.017494848
241,MYS,2016,1.0,0.16397808,0.07284447,0.07136496,0.18374431,0.084147416,0.046439245,0.070375256,0.08082451,0.1189007,0.10738105
242,MYS,2017,1.0,0.049982257,0.02989548,0.0177698,0.31864128,0.18217754,0.03989587,0.049129076,0.017770443,0.21809015,0.0766481
243,MYS,2018,1.0,0.071545154,0.12550877,0.079892576,0.1382049,0.09777931,0.05770192,0.10952327,0.0990914,0.13602221,0.0847305
244,MYS,2019,1.0,0.07190659,0.10896412,0.06554766,0.13879807,0.102545686,0.065136835,0.10096634,0.11403944,0.13805562,0.09403961
245,MYS,2020,1.0,0.07293108,0.11467873,0.06588663,0.12869379,0.09942156,0.072112754,0.11400784,0.113356695,0.13663806,0.08227285
246,MYS,2021,1.0,0.055790856,0.14277703,0.046908014,0.0995035,0.09686138,0.06290595,0.14731443,0.1201378,0.13731836,0.09048271
247,MYS,2022,1.0,0.05439225,0.13989201,0.042418756,0.07180668,0.11454366,0.12175014,0.10976615,0.13712025,0.091866486,0.11644363
248,MYS,2023,1.0,0.065860525,0.12364298,0.04037158,0.09976427,0.10240176,0.06808426,0.1287154,0.15171745,0.116089016,0.10335275
249,NAM,2018,1.0,0.1456821,0.16369578,0.08548666,0.09052199,0.08038181,0.036872625,0.09943319,0.07854375,0.13723546,0.08214661
250,NAM,2019,1.0,0.09043248,0.123841666,0.0938746,0.13343024,0.081223674,0.04352509,0.09502188,0.13604516,0.10823916,0.09436604
251,NAM,2020,1.0,0.061903406,0.17462157,0.07759755,0.1293356,0.08434087,0.09002869,0.057306893,0.14273152,0.13117585,0.050958075
252,NAM,2021,1.0,0.064480245,0.13521408,0.06342504,0.09469063,0.11198585,0.101586565,0.11116998,0.108878344,0.13791288,0.07065638
253,NAM,2022,1.0,0.41813904,0.06970746,0.05072403,0.067933135,0.06108256,0.051291306,0.061307795,0.05176035,0.07786166,0.090192676
254,NAM,2023,1.0,0.1180862,0.13158858,0.098442465,0.11031963,0.061193246,0.029265178,0.13999906,0.13713995,0.09866492,0.07530079
255,NER,2018,1.0,0.10758541,0.14790912,0.023046456,0.023046117,0.023047399,0.02304656,0.10258051,0.23135567,0.29533666,0.023046115
256,NER,2019,1.0,0.03216287,0.13548066,0.0153506035,0.14212368,0.03935582,0.20920704,0.04479356,0.1694325,0.15384296,0.058250304
257,NER,2020,1.0,0.06225343,0.2335468,0.08196029,0.17073959,0.031937324,0.12829973,0.13083069,0.057222027,0.09219591,0.011014205
258,NER,2021,1.0,0.03272182,0.15195914,0.07682581,0.12013683,0.07036832,0.2448353,0.067112334,0.047440156,0.15393999,0.03466031
259,NER,2022,1.0,0.03176795,0.030996852,0.02390412,0.06408929,0.033303376,0.06985026,0.13951679,0.040760964,0.5173225,0.0484879
260,NER,2023,1.0,0.03931516,0.114365265,0.06273914,0.064953305,0.17542057,0.17287275,0.06782897,0.045564428,0.19867423,0.058266167
261,NIC,2016,1.0,0.033504512,0.033499777,0.03351283,0.033499908,0.033505235,0.03350016,0.03349899,0.033506263,0.6984737,0.033498622
262,NIC,2018,1.0,0.109914064,0.10338108,0.02109409,0.1029509,0.16461198,0.036659535,0.060112633,0.11673477,0.24572468,0.038816262
263,NIC,2019,1.0,0.12207544,0.07808147,0.026457192,0.10700601,0.24998915,0.05367546,0.032203633,0.10271302,0.19044988,0.037348732
264,NIC,2020,1.0,0.13401353,0.09857457,0.0457656,0.028084934,0.20696665,0.080884404,0.06327801,0.11911895,0.11251024,0.11080308
265,NIC,2021,1.0,0.053297546,0.17021807,0.070632465,0.07894832,0.09961618,0.076166615,0.10090776,0.109205745,0.16470572,0.07630158
266,NIC,2022,1.0,0.062593214,0.14050509,0.061572954,0.12196648,0.108384095,0.14984109,0.08568337,0.116723366,0.09433506,0.0583953
267,NIC,2023,1.0,0.05442189,0.24851824,0.06149315,0.052835654,0.20246525,0.014158064,0.04936038,0.135961,0.12951183,0.051274512
268,NPL,2018,1.0,0.12484387,0.10620632,0.049850035,0.113933966,0.1128588,0.06313824,0.09656823,0.12177802,0.14374991,0.067072615
269,NPL,2019,1.0,0.07475502,0.13115267,0.04614977,0.120843485,0.10811838,0.06233178,0.14121139,0.124558605,0.11918094,0.07169795
270,NPL,2020,1.0,0.078459196,0.124056876,0.056622405,0.10718097,0.10135653,0.10832741,0.09226975,0.116983145,0.15735145,0.057392266
271,NPL,2021,1.0,0.07154843,0.11369076,0.054860782,0.09155402,0.11179945,0.09970418,0.13346581,0.11686185,0.13719283,0.06932187
272,NPL,2022,1.0,0.088967845,0.119215235,0.0495773,0.10033733,0.09861385,0.14394835,0.08327234,0.10338416,0.14259186,0.07009173
273,NPL,2023,1.0,0.076525286,0.08854857,0.054403026,0.13168657,0.12029124,0.08085513,0.13139305,0.1096039,0.14467789,0.06201535
274,OMN,2018,1.0,0.10339557,0.0705095,0.031262014,0.13389303,0.121440895,0.063675724,0.09511393,0.1808601,0.12124161,0.078607626
275,OMN,2019,1.0,0.077333376,0.07456157,0.07795126,0.12677598,0.10407671,0.054249328,0.11045678,0.15162772,0.15744138,0.0655259
276,OMN,2020,1.0,0.090168364,0.08679936,0.06350237,0.10421321,0.090340845,0.098859966,0.09725625,0.15718777,0.13925128,0.07242057
277,OMN,2021,1.0,0.069442086,0.12206373,0.05789143,0.08514506,0.10328783,0.07984045,0.13245393,0.13914022,0.11285845,0.0978768
278,OMN,2022,1.0,0.067904785,0.0944052,0.0430219,0.08994842,0.1259888,0.069053024,0.11940128,0.20307423,0.09802588,0.08917649
279,OMN,2023,1.0,0.0858399,0.15696956,0.03347125,0.051570997,0.102419585,0.16260608,0.08549778,0.14390284,0.11683305,0.060888976
280,PER,2016,1.0,0.058561876,0.058561657,0.05856523,0.058561046,0.058562294,0.0585611,0.30627108,0.058565963,0.058562767,0.22522698
281,PER,2017,1.0,0.1317913,0.027359352,0.027360074,0.027358852,0.02736184,0.027356891,0.027358584,0.36640292,0.2272999,0.110350326
282,PER,2018,1.0,0.07312899,0.17839737,0.10026539,0.0925363,0.117597714,0.059364505,0.103724666,0.14457725,0.08251801,0.047889806
283,PER,2019,1.0,0.05048796,0.22618344,0.060344644,0.125257,0.08255572,0.06507962,0.077858776,0.109446764,0.14117,0.06161608
284,PER,2020,1.0,0.07713551,0.16194166,0.07002357,0.09256623,0.09680243,0.106617354,0.09282347,0.13608642,0.08564306,0.08036031
285,PER,2021,1.0,0.060541794,0.122875325,0.08807808,0.07679256,0.15204121,0.06234796,0.13486512,0.129058,0.10652374,0.0668762
286,PER,2022,1.0,0.077720635,0.140801,0.07258357,0.11289897,0.105687,0.047684584,0.11812815,0.13054492,0.12947436,0.06447682
287,PER,2023,1.0,0.06375194,0.12855747,0.04565977,0.10581232,0.099477276,0.05143939,0.12709348,0.18791625,0.1406075,0.049684566
288,PNG,2018,1.0,0.007728442,0.42379773,0.0077304295,0.21549529,0.0077300966,0.007728385,0.007728068,0.306604,0.0077297087,0.0077278633
289,PNG,2019,1.0,0.08587806,0.19452947,0.12932926,0.19520086,0.011674546,0.0116746295,0.22555724,0.011675703,0.12280601,0.011674212
290,PNG,2020,1.0,0.034692295,0.19465573,0.034692384,0.07449005,0.14032234,0.034692086,0.09570264,0.112053946,0.084021285,0.19467726
291,PNG,2021,1.0,0.19760741,0.00851972,0.08762859,0.3984566,0.008520105,0.008519452,0.008519955,0.2651888,0.008519774,0.00851958
292,PNG,2022,1.0,0.18735722,0.10041473,0.16272923,0.13660364,0.09236106,0.01273516,0.012735561,0.064740025,0.042617097,0.1877063
293,PRY,2016,1.0,0.050003868,0.050002873,0.05000345,0.050004493,0.05000973,0.050008006,0.54995984,0.050002575,0.050002575,0.05000258
294,PRY,2018,1.0,0.08725233,0.073879175,0.08874142,0.09147183,0.091480084,0.07225423,0.08867312,0.17861532,0.118064314,0.10956819
295,PRY,2019,1.0,0.04567894,0.18034165,0.07741033,0.0715241,0.1340241,0.054453142,0.04835934,0.23988673,0.08706795,0.06125371
296,PRY,2020,1.0,0.06611595,0.15288034,0.042523194,0.14320996,0.13099544,0.11286529,0.048291124,0.12612258,0.10827254,0.068723574
297,PRY,2021,1.0,0.04366184,0.20805164,0.06238392,0.08921305,0.09821837,0.09296047,0.11000349,0.09609019,0.13681655,0.0626005
298,PRY,2022,1.0,0.13064618,0.181936,0.06170231,0.111015685,0.06832244,0.061669692,0.06938425,0.10904232,0.15032345,0.055957668
299,PRY,2023,1.0,0.07065631,0.12213059,0.12128708,0.08537815,0.060837135,0.052408695,0.07440529,0.090074256,0.2482354,0.07458709
300,SDN,2018,1.0,0.07004183,0.19040047,0.0559573,0.21427548,0.08768175,0.06683516,0.039526172,0.11081696,0.09236375,0.07210117
301,SDN,2019,1.0,0.04941545,0.05228835,0.025697324,0.1838575,0.09393284,0.05928901,0.08507329,0.18829927,0.16041803,0.10172894
302,SDN,2020,1.0,0.060026065,0.108911924,0.05480422,0.15969656,0.07331085,0.070924,0.08393721,0.20389561,0.12055311,0.063940436
303,SDN,2021,1.0,0.04622336,0.1524383,0.036203954,0.14484699,0.10836194,0.07727713,0.16198333,0.11461846,0.122434385,0.03561215
304,SDN,2022,1.0,0.059473276,0.3002769,0.053575717,0.07007193,0.06412235,0.05472784,0.090269566,0.14179885,0.093189366,0.07249419
305,SDN,2023,1.0,0.03132239,0.14775538,0.015669623,0.099982336,0.1702936,0.060330324,0.1471969,0.07622957,0.21667263,0.034547217
306,SEN,2017,1.0,0.025007151,0.025009142,0.025016462,0.025007583,0.025008064,0.025008181,0.02501552,0.025007525,0.77491397,0.025006454
307,SEN,2018,1.0,0.05213542,0.09521836,0.019815285,0.1520232,0.1644875,0.037432417,0.13289487,0.058485094,0.14090754,0.1466003
308,SEN,2019,1.0,0.09389259,0.110956065,0.046715677,0.12180955,0.05684364,0.06655895,0.11241558,0.10291264,0.20631182,0.08158351
309,SEN,2020,1.0,0.039216682,0.1365924,0.06275347,0.18586013,0.109377705,0.05981144,0.06306429,0.1571688,0.12549435,0.060660705
310,SEN,2021,1.0,0.06441168,0.16246314,0.041383266,0.13816762,0.08834614,0.07508855,0.09246148,0.1046522,0.114846066,0.11817984
311,SEN,2022,1.0,0.11815623,0.09572403,0.053848837,0.09740353,0.12571812,0.09622832,0.10691896,0.120630704,0.11145305,0.073918216
312,SEN,2023,1.0,0.04775055,0.081881285,0.032257695,0.14190035,0.092002705,0.058283783,0.19788083,0.19942158,0.060804673,0.08781653
313,SOM,2018,1.0,0.0321407,0.09694259,0.044664323,0.17130654,0.07812059,0.0676152,0.108168006,0.22180858,0.09295887,0.08627463
314,SOM,2019,1.0,0.0604442,0.06971959,0.053462896,0.15151177,0.07622795,0.07681363,0.13011701,0.1846757,0.12916218,0.06786508
315,SOM,2020,1.0,0.068590894,0.0754081,0.051030573,0.15903886,0.051493112,0.07916564,0.14877036,0.2063381,0.111311786,0.048852567
316,SOM,2021,1.0,0.058348097,0.059850268,0.030862017,0.23017903,0.044969063,0.08021725,0.12668675,0.21640888,0.09212397,0.060354672
317,SOM,2022,1.0,0.095348,0.054903008,0.111790076,0.14914687,0.12154091,0.0829425,0.09640433,0.09751506,0.1292318,0.061177455
318,SOM,2023,1.0,0.10081759,0.033559337,0.3560651,0.05036253,0.041200105,0.035129372,0.054097574,0.19803636,0.06932084,0.0614112
319,SSD,2018,1.0,0.018797403,0.018798195,0.018797357,0.20731589,0.13231285,0.018798051,0.21057096,0.17402734,0.16049498,0.040086985
320,SSD,2019,1.0,0.053781763,0.10376783,0.13385369,0.02846277,0.07452695,0.08098911,0.1601389,0.19294117,0.13127273,0.04026506
321,SSD,2020,1.0,0.32387865,0.045874905,0.34637514,0.04607701,0.022314887,0.018195229,0.06029748,0.052689914,0.053657345,0.03063945
322,SSD,2021,1.0,0.36443415,0.027457112,0.2898836,0.062107027,0.03019846,0.025616582,0.0500031,0.060113512,0.06316528,0.027021145
323,SSD,2022,1.0,0.09952816,0.117783986,0.09320337,0.109103024,0.082643405,0.06302976,0.08867263,0.13431774,0.13206887,0.079649046
324,SSD,2023,1.0,0.07264571,0.048837367,0.43806174,0.09832026,0.020597141,0.028324686,0.07385096,0.075988315,0.064008966,0.07936486
325,SWZ,2017,1.0,0.025063833,0.025060378,0.2852925,0.02506724,0.51419616,0.025063455,0.025062978,0.025068853,0.025060393,0.025064204
326,SWZ,2018,1.0,0.21887012,0.09278575,0.103774674,0.18048213,0.08330997,0.118368864,0.08423591,0.027023729,0.016971027,0.07417781
327,SWZ,2019,1.0,0.23886418,0.051872388,0.07546548,0.11849629,0.05104859,0.075978816,0.12594894,0.10226282,0.090838365,0.06922413
328,SWZ,2020,1.0,0.33825454,0.07821686,0.09320247,0.0917217,0.046372667,0.055087633,0.047576427,0.07676744,0.14282084,0.02997942
329,SWZ,2021,1.0,0.07588259,0.07981763,0.06735697,0.091700904,0.105248265,0.13524881,0.150517,0.096544035,0.1305538,0.06713
330,SWZ,2022,1.0,0.043005478,0.20828442,0.02905916,0.12193423,0.108005285,0.07419413,0.12289216,0.11074706,0.1487581,0.033119965
331,SWZ,2023,1.0,0.013868138,0.013867886,0.3708616,0.13878028,0.06021206,0.045839008,0.036086656,0.11034114,0.04868663,0.1614566
332,TCD,2018,1.0,0.033182338,0.033181883,0.1551296,0.20900795,0.0331843,0.033182513,0.19560567,0.033182364,0.20272157,0.07162183
333,TCD,2019,1.0,0.017912207,0.017913586,0.08470865,0.119607635,0.15649755,0.01791216,0.23883204,0.19127415,0.055646855,0.099695146
334,TCD,2020,1.0,0.010903758,0.11166594,0.06397245,0.20435846,0.14419794,0.010902222,0.20516096,0.05195671,0.18597867,0.010902894
335,TCD,2021,1.0,0.1324,0.3440232,0.06968448,0.1090866,0.08796167,0.027270924,0.09809894,0.062899575,0.0413042,0.027270425
336,TCD,2022,1.0,0.041857813,0.08118441,0.06192846,0.076764144,0.05297981,0.08096631,0.041857477,0.44523203,0.06938734,0.047842167
337,TCD,2023,1.0,0.02531365,0.3090565,0.023326622,0.2308004,0.01509129,0.011646893,0.23189723,0.060741432,0.037317306,0.05480869
338,TJK,2018,1.0,0.010100996,0.010103332,0.010101432,0.11683374,0.010103185,0.48100471,0.010102335,0.3314468,0.010102059,0.010101402
339,TJK,2019,1.0,0.11546541,0.18760622,0.04200672,0.011786324,0.010196266,0.25830495,0.08683435,0.15976879,0.11783772,0.010193234
340,TJK,2020,1.0,0.016853118,0.016851366,0.016853016,0.23858023,0.21005562,0.016850673,0.15936239,0.016854588,0.2642451,0.043493874
341,TJK,2021,1.0,0.06615724,0.13206677,0.034692645,0.18539135,0.093560636,0.016695747,0.20734973,0.04803386,0.076932505,0.1391195
342,TJK,2022,1.0,0.0365266,0.18685208,0.07988718,0.14898956,0.1709725,0.05005659,0.06808768,0.054780334,0.13011698,0.0737305
343,TJK,2023,1.0,0.061684772,0.08064493,0.027950568,0.09162409,0.11235085,0.108553395,0.06390497,0.051355775,0.31939343,0.08253721
344,TUN,2018,1.0,0.112408385,0.15979244,0.038813915,0.15402417,0.1410127,0.022002537,0.050926425,0.115095004,0.1541924,0.051732015
345,TUN,2019,1.0,0.036389746,0.1350454,0.055276923,0.06798587,0.24095318,0.059391085,0.084975064,0.1384549,0.10943718,0.072090656
346,TUN,2020,1.0,0.06711589,0.08406574,0.043262392,0.15139252,0.091596976,0.19558182,0.078804314,0.1356563,0.11888793,0.033636097
347,TUN,2021,1.0,0.033488438,0.11907808,0.1367596,0.13233212,0.120100774,0.07274298,0.08479881,0.12983489,0.07219606,0.09866823
348,TUN,2022,1.0,0.06395132,0.09252452,0.034679275,0.09660294,0.08185286,0.05768514,0.08888144,0.32299623,0.07933983,0.08148646
349,TUN,2023,1.0,0.075822175,0.10889925,0.032099113,0.08819442,0.07529999,0.115142,0.13072492,0.07236324,0.20727982,0.09417505
350,UGA,2016,1.0,0.03336397,0.03336271,0.033363067,0.03336614,0.03336395,0.03336311,0.6997194,0.033366315,0.033363327,0.03336799
351,UGA,2017,1.0,0.0250178,0.025014713,0.025019007,0.025015753,0.025015755,0.7748447,0.025016915,0.025022056,0.025015205,0.025018075
352,UGA,2018,1.0,0.07720808,0.0905925,0.073831156,0.16455482,0.062407788,0.06298507,0.15095046,0.1346349,0.12260485,0.060230374
353,UGA,2019,1.0,0.103227004,0.09777852,0.11691719,0.13912119,0.08918965,0.049300216,0.10460941,0.0966459,0.14410597,0.05910495
354,UGA,2020,1.0,0.26323748,0.06391925,0.27221963,0.058071606,0.052566443,0.06637496,0.05584045,0.06032687,0.06768122,0.03976208
355,UGA,2021,1.0,0.34243965,0.058750086,0.26252967,0.048695523,0.039433118,0.041992046,0.056084108,0.04510076,0.063660264,0.04131475
356,UGA,2022,1.0,0.20018408,0.12624912,0.20413424,0.059389893,0.07151345,0.03907073,0.08332535,0.0645099,0.09552322,0.056100026
357,UGA,2023,1.0,0.2387146,0.062249802,0.2338242,0.082689844,0.05665483,0.04435318,0.06241268,0.06579351,0.09453093,0.05877641
358,URY,2016,1.0,0.02944882,0.029446889,0.029450338,0.029446118,0.105943486,0.38151604,0.19591981,0.029451016,0.13992605,0.029451419
359,URY,2017,1.0,0.016699377,0.59582555,0.016696453,0.016696844,0.016700061,0.27058864,0.01669762,0.016700944,0.016696252,0.016698223
360,URY,2018,1.0,0.10629395,0.15242454,0.030725451,0.060915157,0.17215277,0.09709725,0.0976305,0.11417544,0.086644486,0.08194043
361,URY,2019,1.0,0.08417843,0.15043356,0.07459217,0.09841673,0.06510753,0.06697567,0.10975172,0.12199383,0.15590528,0.07264509
362,URY,2020,1.0,0.07077607,0.124256924,0.05388299,0.0857728,0.115846284,0.09382567,0.091145016,0.13416332,0.15417841,0.07615253
363,URY,2021,1.0,0.061125062,0.13343558,0.04795184,0.13202755,0.11664639,0.06505106,0.098819345,0.123577215,0.122067034,0.09929894
364,URY,2022,1.0,0.06335033,0.1416014,0.050383832,0.083436996,0.10044297,0.05768517,0.11839392,0.13132681,0.13459554,0.11878302
365,URY,2023,1.0,0.040140722,0.13006778,0.038826585,0.06059634,0.07489523,0.054049227,0.14156196,0.27611727,0.051431403,0.13231349
366,VUT,2021,1.0,0.009093793,0.21620516,0.009094117,0.00909475,0.009095078,0.009094643,0.009096452,0.009094412,0.7110371,0.009094507
367,YEM,2018,1.0,0.06057268,0.050638776,0.0602461,0.34810492,0.13856982,0.14415683,0.010934226,0.010936145,0.0109347375,0.1649058
368,YEM,2019,1.0,0.027281057,0.06528502,0.059586726,0.21423341,0.3042543,0.027279044,0.047307663,0.14277875,0.08471417,0.027279874
369,YEM,2020,1.0,0.13940462,0.04854546,0.12698852,0.17385896,0.053732608,0.09668206,0.11347254,0.08917427,0.057277262,0.10086369
370,YEM,2021,1.0,0.06725603,0.06252127,0.26073414,0.17769448,0.060704626,0.11081863,0.018599002,0.08543122,0.054748837,0.10149177
371,YEM,2022,1.0,0.06771623,0.0669897,0.03922208,0.12612559,0.089259684,0.13713786,0.1410371,0.110524975,0.154838,0.067148775
372,YEM,2023,1.0,0.059194926,0.061487723,0.039198957,0.22384134,0.06282889,0.1992117,0.0677476,0.14536597,0.0733023,0.0678206
373,ZAF,2015,1.0,0.18359901,0.2513754,0.08902487,0.027563054,0.14109203,0.027559098,0.027561668,0.10257212,0.027563805,0.122088924
374,ZAF,2016,1.0,0.018922152,0.28554866,0.018922878,0.101743154,0.018921874,0.018921329,0.018921642,0.33840665,0.16076858,0.018923093
375,ZAF,2017,1.0,0.13471192,0.10699443,0.023716202,0.16950434,0.037914224,0.13870089,0.17781782,0.14870399,0.023719275,0.038216908
376,ZAF,2018,1.0,0.077849485,0.122765794,0.061535448,0.12930672,0.10216659,0.057842318,0.09385092,0.11245511,0.1749596,0.067268014
377,ZAF,2019,1.0,0.071763724,0.15068714,0.055125754,0.17212528,0.083979525,0.10705259,0.08233294,0.09833421,0.12600854,0.052590292
378,ZAF,2020,1.0,0.09055078,0.13693777,0.06656459,0.13489293,0.09622227,0.059851516,0.089439824,0.09939356,0.1608232,0.06532357
379,ZAF,2021,1.0,0.07047422,0.1238661,0.05953002,0.110863715,0.0885747,0.19476473,0.08174525,0.08809508,0.12920146,0.05288472
380,ZAF,2022,1.0,0.081163436,0.1280348,0.055218715,0.12372323,0.09729078,0.11829615,0.08747494,0.099773385,0.13849373,0.07053082
