timeOpen,timeClose,timeHigh,timeLow,open,high,low,close,volume,marketCap,timestamp
2023-10-12T00:00:00.000Z,2023-10-12T23:59:59.999Z,2023-10-12T00:02:00.000Z,2023-10-12T01:19:00.000Z,61.50113893,61.52187492,60.75467999,61.12781705,171888212.9,4508463150,2023-10-12T23:59:59.999Z
2023-10-11T00:00:00.000Z,2023-10-11T23:59:59.999Z,2023-10-11T00:05:00.000Z,2023-10-11T21:51:00.000Z,63.61977659,63.6859203,61.26277125,61.49982102,186389593.9,4535672637,2023-10-11T23:59:59.999Z
2023-10-10T00:00:00.000Z,2023-10-10T23:59:59.999Z,2023-10-10T23:07:00.000Z,2023-10-10T13:10:00.000Z,63.10908485,63.79354025,62.68170653,63.6210708,164326149.4,4691888667,2023-10-10T23:59:59.999Z
2023-10-09T00:00:00.000Z,2023-10-09T23:59:59.999Z,2023-10-09T00:05:00.000Z,2023-10-09T16:49:00.000Z,65.3643947,65.37638152,62.14703021,63.11105733,235298990,4654031943,2023-10-09T23:59:59.999Z
2023-10-08T00:00:00.000Z,2023-10-08T23:59:59.999Z,2023-10-08T04:04:00.000Z,2023-10-08T22:16:00.000Z,65.48717893,65.96834245,65.10354538,65.36454575,179284708.8,4820017258,2023-10-08T23:59:59.999Z
2023-10-07T00:00:00.000Z,2023-10-07T23:59:59.999Z,2023-10-07T06:52:00.000Z,2023-10-07T20:00:00.000Z,65.53359734,66.22987874,65.10038482,65.48564293,146532235.1,4828690409,2023-10-07T23:59:59.999Z
2023-10-06T00:00:00.000Z,2023-10-06T23:59:59.999Z,2023-10-06T22:01:00.000Z,2023-10-06T13:02:00.000Z,64.85737339,65.90678092,64.56652714,65.53318572,178382571.4,4831949485,2023-10-06T23:59:59.999Z
2023-10-05T00:00:00.000Z,2023-10-05T23:59:59.999Z,2023-10-05T21:20:00.000Z,2023-10-05T17:22:00.000Z,64.45919879,65.19656022,64.09691538,64.8587674,202994978.2,4781988389,2023-10-05T23:59:59.999Z
2023-10-04T00:00:00.000Z,2023-10-04T23:59:59.999Z,2023-10-04T00:03:00.000Z,2023-10-04T00:46:00.000Z,65.49838826,65.50921275,63.72556458,64.45206453,220351720,4751774491,2023-10-04T23:59:59.999Z
2023-10-03T00:00:00.000Z,2023-10-03T23:59:59.999Z,2023-10-03T06:54:00.000Z,2023-10-03T22:49:00.000Z,66.00701983,66.83684741,65.36818664,65.49351184,188593883.4,4828331622,2023-10-03T23:59:59.999Z
2023-10-02T00:00:00.000Z,2023-10-02T23:59:59.999Z,2023-10-02T00:04:00.000Z,2023-10-02T19:07:00.000Z,68.22895053,68.33138742,65.4486325,66.0111222,283142951.7,4866256704,2023-10-02T23:59:59.999Z
2023-10-01T00:00:00.000Z,2023-10-01T23:59:59.999Z,2023-10-01T22:34:00.000Z,2023-10-01T04:37:00.000Z,66.06881165,68.59121697,65.90535237,68.23331481,248362901.6,5029841521,2023-10-01T23:59:59.999Z
2023-09-30T00:00:00.000Z,2023-09-30T23:59:59.999Z,2023-09-30T17:47:00.000Z,2023-09-30T03:49:00.000Z,65.63077958,66.52333797,65.42050102,66.06964628,153210628.6,4870111428,2023-09-30T23:59:59.999Z
2023-09-29T00:00:00.000Z,2023-09-29T23:59:59.999Z,2023-09-29T08:02:00.000Z,2023-09-29T03:31:00.000Z,65.24065875,66.39955871,64.9747926,65.63209397,215673746.6,4837615828,2023-09-29T23:59:59.999Z
2023-09-28T00:00:00.000Z,2023-09-28T23:59:59.999Z,2023-09-28T16:30:00.000Z,2023-09-28T03:25:00.000Z,63.48718559,65.41007486,63.21833707,65.23880957,235902966,4808394768,2023-09-28T23:59:59.999Z
2023-09-27T00:00:00.000Z,2023-09-27T23:59:59.999Z,2023-09-27T12:05:00.000Z,2023-09-27T14:56:00.000Z,63.75633584,65.41913882,63.28005652,63.48681094,212329351.9,4679044737,2023-09-27T23:59:59.999Z
2023-09-26T00:00:00.000Z,2023-09-26T23:59:59.999Z,2023-09-26T03:56:00.000Z,2023-09-26T21:30:00.000Z,64.33315941,64.9189047,63.39755552,63.75851092,256010741.8,4698839780,2023-09-26T23:59:59.999Z
