timeOpen,timeClose,timeHigh,timeLow,open,high,low,close,volume,marketCap,timestamp
2023-10-12T00:00:00.000Z,2023-10-12T23:59:59.999Z,2023-10-12T00:10:00.000Z,2023-10-12T17:19:00.000Z,22.00748383,22.01992583,21.06897119,21.30026813,283320977,8860821985,2023-10-12T23:59:59.999Z
2023-10-11T00:00:00.000Z,2023-10-11T23:59:59.999Z,2023-10-11T09:58:00.000Z,2023-10-11T18:14:00.000Z,22.10520184,22.39118159,21.67980776,22.00741863,278925381.2,9147948340,2023-10-11T23:59:59.999Z
2023-10-10T00:00:00.000Z,2023-10-10T23:59:59.999Z,2023-10-10T14:16:00.000Z,2023-10-10T17:58:00.000Z,22.11751741,22.45848915,21.73872825,22.10511467,241087145.6,9159889176,2023-10-10T23:59:59.999Z
2023-10-09T00:00:00.000Z,2023-10-09T23:59:59.999Z,2023-10-09T05:15:00.000Z,2023-10-09T16:47:00.000Z,23.24490947,23.35351071,21.81449044,22.11839561,356967743,9165103470,2023-10-09T23:59:59.999Z
2023-10-08T00:00:00.000Z,2023-10-08T23:59:59.999Z,2023-10-08T03:24:00.000Z,2023-10-08T13:16:00.000Z,23.2893354,23.6137069,23.14427869,23.24642593,190670413.8,9629543238,2023-10-08T23:59:59.999Z
2023-10-07T00:00:00.000Z,2023-10-07T23:59:59.999Z,2023-10-07T04:16:00.000Z,2023-10-07T19:55:00.000Z,23.42394951,24.10172287,23.11711584,23.28730193,278403509,9646499611,2023-10-07T23:59:59.999Z
2023-10-06T00:00:00.000Z,2023-10-06T23:59:59.999Z,2023-10-06T18:04:00.000Z,2023-10-06T00:00:00.000Z,22.69216709,23.70509139,22.69216709,23.42445434,402665505.7,9691360038,2023-10-06T23:59:59.999Z
2023-10-05T00:00:00.000Z,2023-10-05T23:59:59.999Z,2023-10-05T00:55:00.000Z,2023-10-05T19:07:00.000Z,23.14655208,23.71764689,22.62894803,22.69414108,361288780.8,9385601048,2023-10-05T23:59:59.999Z
2023-10-04T00:00:00.000Z,2023-10-04T23:59:59.999Z,2023-10-04T10:02:00.000Z,2023-10-04T16:04:00.000Z,23.55691514,23.75437807,22.69284186,23.14478739,429268874.7,9568933689,2023-10-04T23:59:59.999Z
2023-10-03T00:00:00.000Z,2023-10-03T23:59:59.999Z,2023-10-03T13:25:00.000Z,2023-10-03T22:50:00.000Z,23.36992001,24.66207302,23.29671131,23.55269381,653491877.6,9737756476,2023-10-03T23:59:59.999Z
2023-10-02T00:00:00.000Z,2023-10-02T23:59:59.999Z,2023-10-02T06:40:00.000Z,2023-10-02T22:11:00.000Z,23.83795474,24.60342371,22.97602226,23.37170098,658084027.7,9655253681,2023-10-02T23:59:59.999Z
2023-10-01T00:00:00.000Z,2023-10-01T23:59:59.999Z,2023-10-01T23:04:00.000Z,2023-10-01T03:26:00.000Z,21.39205923,24.39601902,21.1700718,23.83648626,637123111.5,9844132495,2023-10-01T23:59:59.999Z
2023-09-30T00:00:00.000Z,2023-09-30T23:59:59.999Z,2023-09-30T16:11:00.000Z,2023-09-30T05:40:00.000Z,20.29958894,21.72997103,20.12467854,21.3951467,328987953.9,8835648589,2023-09-30T23:59:59.999Z
