timeOpen,timeClose,timeHigh,timeLow,open,high,low,close,volume,marketCap,timestamp
2023-10-12T00:00:00.000Z,2023-10-12T23:59:59.999Z,2023-10-12T08:50:00.000Z,2023-10-12T14:45:00.000Z,0.999974106,1.000797733,0.999842951,1.000108406,2354134010,25137888630,2023-10-12T23:59:59.999Z
2023-10-11T00:00:00.000Z,2023-10-11T23:59:59.999Z,2023-10-11T21:25:00.000Z,2023-10-11T17:59:00.000Z,1.000040998,1.000524235,0.999818513,0.999970093,2952223563,25237497979,2023-10-11T23:59:59.999Z
2023-10-10T00:00:00.000Z,2023-10-10T23:59:59.999Z,2023-10-10T16:25:00.000Z,2023-10-10T03:01:00.000Z,0.999992965,1.00053259,0.999729076,0.999976252,2402546704,25377947827,2023-10-10T23:59:59.999Z
2023-10-09T00:00:00.000Z,2023-10-09T23:59:59.999Z,2023-10-09T08:58:00.000Z,2023-10-09T09:50:00.000Z,0.999958321,1.000665418,0.999684555,0.999902153,2797548386,25500709539,2023-10-09T23:59:59.999Z
2023-10-08T00:00:00.000Z,2023-10-08T23:59:59.999Z,2023-10-08T23:41:00.000Z,2023-10-08T12:09:00.000Z,1.00001232,1.000132395,0.999707929,0.999968993,1621879275,25543254704,2023-10-08T23:59:59.999Z
2023-10-07T00:00:00.000Z,2023-10-07T23:59:59.999Z,2023-10-07T05:44:00.000Z,2023-10-07T20:38:00.000Z,0.999989988,1.000185104,0.999749771,0.999960468,1179571042,25533860509,2023-10-07T23:59:59.999Z
2023-10-06T00:00:00.000Z,2023-10-06T23:59:59.999Z,2023-10-06T15:31:00.000Z,2023-10-06T12:56:00.000Z,0.999893716,1.000364445,0.999772863,0.999991151,2590803813,25498157147,2023-10-06T23:59:59.999Z
2023-10-05T00:00:00.000Z,2023-10-05T23:59:59.999Z,2023-10-05T06:22:00.000Z,2023-10-05T05:16:00.000Z,1.000260853,1.000433143,0.999830044,0.999949347,2671315261,25230801699,2023-10-05T23:59:59.999Z
2023-10-04T00:00:00.000Z,2023-10-04T23:59:59.999Z,2023-10-04T19:49:00.000Z,2023-10-04T03:03:00.000Z,1.000014035,1.0004887,0.999813811,1.000393153,2560902818,25243463559,2023-10-04T23:59:59.999Z
2023-10-03T00:00:00.000Z,2023-10-03T23:59:59.999Z,2023-10-03T13:33:00.000Z,2023-10-03T10:48:00.000Z,1.000029689,1.00058105,0.999737199,1.000094976,2520912223,25259139947,2023-10-03T23:59:59.999Z
