,ADMIN,date,tweets_num,score
0,Afghanistan,2013-10-31,1,0.571771
1,Afghanistan,2020-10-31,3,0.6928083333333334
2,Afghanistan,2021-02-28,1,0.352537
3,Afghanistan,2021-04-30,2,0.2521315
4,Afghanistan,2021-05-31,2,0.570582
5,Afghanistan,2021-06-30,1,0.630192
6,Afghanistan,2021-08-31,2,0.6532235
7,Afghanistan,2021-09-30,3,0.6828789999999999
8,Afghanistan,2021-11-30,6,0.6809238333333333
9,Afghanistan,2021-12-31,5,0.47394400000000003
10,Afghanistan,2022-01-31,5,0.7041352
11,Afghanistan,2022-02-28,8,0.67784925
12,Afghanistan,2022-03-31,9,0.64052
13,Afghanistan,2022-04-30,6,0.6683505
14,Afghanistan,2022-05-31,14,0.7410154999999999
15,Afghanistan,2022-06-30,6,0.7734006666666667
16,Afghanistan,2022-07-31,4,0.7526605
17,Afghanistan,2022-08-31,11,0.4977551818181818
18,Afghanistan,2022-09-30,4,0.7083057500000001
19,Afghanistan,2022-10-31,7,0.46042900000000003
20,Afghanistan,2022-11-30,15,0.6017142666666667
21,Afghanistan,2022-12-31,12,0.63806675
22,Afghanistan,2023-01-31,1,0.096694
23,Afghanistan,2023-03-31,1,0.953387
24,Afghanistan,2023-04-30,3,0.8802316666666666
25,Afghanistan,2023-06-30,1,0.955263
26,Albania,2021-03-31,1,0.56671
27,Albania,2021-05-31,7,0.5461751428571429
28,Albania,2021-06-30,1,0.749089
29,Albania,2021-07-31,1,0.41534
30,Albania,2021-08-31,4,0.664111
31,Albania,2021-09-30,1,0.961906
32,Albania,2021-11-30,1,0.590195
33,Albania,2021-12-31,3,0.6145186666666667
34,Albania,2022-02-28,4,0.726535
35,Albania,2022-03-31,1,0.63475
36,Albania,2022-05-31,1,0.290988
37,Albania,2022-06-30,3,0.4682083333333333
38,Albania,2022-07-31,1,0.706236
39,Albania,2022-08-31,16,0.6980718124999999
40,Albania,2022-09-30,5,0.33422399999999997
41,Albania,2022-10-31,5,0.5917964
42,Albania,2022-11-30,7,0.6606641428571428
43,Albania,2022-12-31,20,0.6861615000000001
44,Albania,2023-01-31,6,0.715286
45,Albania,2023-02-28,1,0.92777
46,Albania,2023-03-31,1,0.64467
47,Albania,2023-04-30,4,0.3472775
48,Albania,2023-05-31,6,0.686909
49,Algeria,2018-12-31,1,0.56428
50,Algeria,2019-01-31,2,0.7095145
51,Algeria,2019-03-31,1,0.825116
52,Algeria,2019-04-30,5,0.5918066
53,Algeria,2019-05-31,3,0.8497656666666668
54,Algeria,2019-07-31,1,0.885507
55,Algeria,2020-03-31,2,0.6072945000000001
56,Algeria,2020-05-31,1,0.710917
57,Algeria,2020-08-31,3,0.569838
58,Algeria,2020-09-30,4,0.5874515
59,Algeria,2020-10-31,7,0.6229842857142858
60,Algeria,2020-12-31,2,0.703384
61,Algeria,2021-01-31,1,0.616108
62,Algeria,2021-02-28,8,0.687440625
63,Algeria,2021-03-31,5,0.8472204
64,Algeria,2021-04-30,6,0.7937625
65,Algeria,2021-05-31,17,0.6530028235294117
66,Algeria,2021-06-30,1,0.656734
67,Algeria,2021-07-31,68,0.6666369264705883
68,Algeria,2021-08-31,7,0.6582291428571428
69,Algeria,2021-09-30,5,0.7477424
70,Algeria,2021-10-31,8,0.709582375
71,Algeria,2021-11-30,26,0.6689716153846154
72,Algeria,2021-12-31,6,0.6593733333333334
73,Algeria,2022-01-31,25,0.68841092
74,Algeria,2022-02-28,13,0.7236643846153845
75,Algeria,2022-03-31,15,0.7440079999999999
76,Algeria,2022-04-30,12,0.6757509166666668
77,Algeria,2022-05-31,10,0.6592695000000001
78,Algeria,2022-06-30,4,0.6441705
79,Algeria,2022-07-31,4,0.60524125
80,Algeria,2022-08-31,64,0.68759040625
81,Algeria,2022-09-30,34,0.7066252647058823
82,Algeria,2022-10-31,6,0.6589388333333334
83,Algeria,2022-11-30,14,0.5584510714285714
84,Algeria,2022-12-31,30,0.6722111666666667
85,Algeria,2023-01-31,7,0.49737971428571426
86,Algeria,2023-02-28,12,0.6453269166666668
87,Algeria,2023-03-31,46,0.781596652173913
88,Algeria,2023-04-30,4,0.66956625
89,Algeria,2023-05-31,8,0.8057681250000001
90,Algeria,2023-06-30,5,0.8696889999999999
91,Andorra,2021-04-30,1,0.758274
92,Andorra,2022-01-31,20,0.7446891499999999
93,Andorra,2022-02-28,9,0.771191
94,Andorra,2022-03-31,2,0.7528895
95,Andorra,2022-04-30,8,0.741119375
96,Andorra,2022-05-31,2,0.6668915
97,Andorra,2022-07-31,1,0.63612
98,Andorra,2022-08-31,1,0.575277
99,Andorra,2022-11-30,2,0.6383615
100,Angola,2018-10-31,1,0.809945
101,Angola,2019-03-31,1,0.900233
102,Angola,2019-12-31,2,0.6493955
103,Angola,2021-03-31,1,0.928195
104,Angola,2021-04-30,1,0.952837
105,Angola,2021-09-30,1,0.816634
106,Angola,2021-10-31,3,0.6984806666666667
107,Angola,2021-11-30,5,0.6353408
108,Angola,2022-03-31,1,0.618949
109,Angola,2022-04-30,12,0.6605864166666667
110,Angola,2022-05-31,1,0.665316
111,Angola,2022-06-30,4,0.58715225
112,Angola,2022-09-30,2,0.880093
113,Angola,2022-10-31,1,0.771106
114,Angola,2022-11-30,2,0.724305
115,Angola,2022-12-31,2,0.8549964999999999
116,Angola,2023-02-28,1,0.773594
117,Angola,2023-03-31,1,0.657067
118,Angola,2023-05-31,1,0.738499
119,Antarctica,2018-03-31,1,0.782971
120,Antarctica,2021-07-31,1,0.236725
121,Argentina,2013-05-31,1,0.56688
