,ADMIN,date,tweets_num,score
184,Argentina,2019-02-28,14,0.6805121428571429
185,Argentina,2019-03-31,9,0.7672494444444444
186,Argentina,2019-04-30,9,0.7295115555555555
187,Argentina,2019-05-31,15,0.772047
188,Argentina,2019-06-30,12,0.7486999166666667
189,Argentina,2019-07-31,27,0.6972216666666667
190,Argentina,2019-08-31,13,0.7749438461538461
191,Argentina,2019-09-30,14,0.7526134999999999
192,Argentina,2019-10-31,17,0.7180724117647059
193,Argentina,2019-11-30,11,0.6654971818181818
194,Argentina,2019-12-31,8,0.84930125
195,Argentina,2020-01-31,7,0.709577
196,Argentina,2020-02-29,22,0.7212602272727273
197,Argentina,2020-03-31,10,0.6253247
198,Argentina,2020-04-30,31,0.6514196774193548
199,Argentina,2020-05-31,15,0.6602942666666666
200,Argentina,2020-06-30,19,0.6843896842105263
201,Argentina,2020-07-31,21,0.6856436666666667
202,Argentina,2020-08-31,32,0.62166078125
203,Argentina,2020-09-30,10,0.7639521
204,Argentina,2020-10-31,14,0.5974421428571429
205,Argentina,2020-11-30,30,0.6305437
206,Argentina,2020-12-31,28,0.6330723928571429
207,Argentina,2021-01-31,47,0.6490497234042554
208,Argentina,2021-02-28,84,0.6144830833333333
209,Argentina,2021-03-31,88,0.6057313636363637
210,Argentina,2021-04-30,83,0.6443709518072289
211,Argentina,2021-05-31,78,0.6368328974358974
212,Argentina,2021-06-30,28,0.6739740714285715
213,Argentina,2021-07-31,23,0.6295223043478261
214,Argentina,2021-08-31,50,0.5880785000000001
215,Argentina,2021-09-30,48,0.6589216875
216,Argentina,2021-10-31,63,0.6409253809523809
217,Argentina,2021-11-30,69,0.6631462173913043
218,Argentina,2021-12-31,133,0.612432030075188
219,Argentina,2022-01-31,78,0.6779041153846154
220,Argentina,2022-02-28,83,0.6510098313253012
221,Argentina,2022-03-31,111,0.6071612702702703
222,Argentina,2022-04-30,90,0.6002497666666666
223,Argentina,2022-05-31,99,0.5523552727272727
224,Argentina,2022-06-30,102,0.5895746568627451
225,Argentina,2022-07-31,96,0.60093575
226,Argentina,2022-08-31,255,0.7091093098039216
227,Argentina,2022-09-30,128,0.5834510390625
228,Argentina,2022-10-31,83,0.6533403012048193
229,Argentina,2022-11-30,85,0.6651997647058824
230,Argentina,2022-12-31,23,0.6904768695652174
231,Argentina,2023-01-31,36,0.6663265555555555
232,Argentina,2023-02-28,74,0.7273140270270271
233,Argentina,2023-03-31,38,0.7085993421052631
234,Argentina,2023-04-30,34,0.664563588235294
235,Argentina,2023-05-31,15,0.6446178
236,Argentina,2023-06-30,4,0.759643
237,Armenia,2014-11-30,1,0.815558
238,Armenia,2015-02-28,1,0.810853
239,Armenia,2015-11-30,2,0.8133859999999999
240,Armenia,2016-06-30,1,0.775804
241,Armenia,2016-11-30,1,0.779518
242,Armenia,2016-12-31,2,0.717992
243,Armenia,2017-02-28,1,0.609424
244,Armenia,2018-07-31,11,0.7599502727272728
245,Armenia,2018-08-31,5,0.9111492
246,Armenia,2018-10-31,1,0.624158
247,Armenia,2018-12-31,4,0.73063775
248,Armenia,2019-01-31,2,0.543531
249,Armenia,2019-02-28,4,0.79254625
250,Armenia,2019-03-31,1,0.766654
251,Armenia,2019-04-30,2,0.8716364999999999
252,Armenia,2019-05-31,2,0.7130235
253,Armenia,2019-07-31,1,0.896818
254,Armenia,2019-08-31,1,0.641633
255,Armenia,2019-11-30,1,0.737674
256,Armenia,2020-01-31,1,0.878978
257,Armenia,2020-02-29,1,0.528728
258,Armenia,2020-07-31,1,0.7282
259,Armenia,2020-10-31,4,0.42630175
260,Armenia,2021-01-31,1,0.440254
261,Armenia,2021-06-30,2,0.67877
262,Armenia,2021-07-31,2,0.5979650000000001
263,Armenia,2021-10-31,2,0.337056
264,Armenia,2021-11-30,46,0.611939652173913
